folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Clinical Data/Vital Signs/Seated Blood Pressure,anthro_bp_dia_3,Resting diastolic blood pressure (mmHg) - measurement 3,,integer,millimeters of mercury (mmHg),,,,,
Clinical Data/Vital Signs/Seated Blood Pressure,anthro_bp_dia_avg123,Calculated - Average resting diastolic blood pressure (mmHg) over three measurements,,numeric,millimeters of mercury (mmHg),,,,,
Clinical Data/Vital Signs/Seated Blood Pressure,anthro_bp_dia_avg23,Calculated - Average resting diastolic blood pressure (mmHg) over the 2nd and 3rd measurements,,numeric,millimeters of mercury (mmHg),,,,,
Clinical Data/Vital Signs/Seated Blood Pressure,anthro_bp_dia_pct,"Calculated - Age, height and sex based percentile for average resting diastolic blood pressure (mmHg) over the three measurements ",Based on Rosner code - https://sites.google.com/a/channing.harvard.edu/bernardrosner/pediatric-blood-press/childhood-blood-pressure,integer,percentile (th),,,,,
Clinical Data/Vital Signs/Seated Blood Pressure,anthro_bp_sys_1,Resting systolic blood pressure (mmHg) - measurement 1,,integer,millimeters of mercury (mmHg),,,,,
Clinical Data/Vital Signs/Seated Blood Pressure,anthro_bp_sys_2,Resting systolic blood pressure (mmHg) - measurement 2,,integer,millimeters of mercury (mmHg),,,,,
Clinical Data/Vital Signs/Seated Blood Pressure,anthro_bp_sys_3,Resting systolic blood pressure (mmHg) - measurement 3,,integer,millimeters of mercury (mmHg),,,,,
Clinical Data/Vital Signs/Seated Blood Pressure,anthro_bp_sys_avg123,Calculated - Average resting systolic blood pressure (mmHg) over three measurements,,numeric,millimeters of mercury (mmHg),,,,,
Clinical Data/Vital Signs/Seated Blood Pressure,anthro_bp_sys_avg23,Calculated - Average resting systolic blood pressure (mmHg) over the 2nd and 3rd measurements,,numeric,millimeters of mercury (mmHg),,,,,
Clinical Data/Vital Signs/Seated Blood Pressure,anthro_bp_sys_pct,"Calculated - Age, height and sex based percentile for average resting systolic blood pressure (mmHg) over the three measurements ",Based on Rosner code - https://sites.google.com/a/channing.harvard.edu/bernardrosner/pediatric-blood-press/childhood-blood-pressure,integer,percentile (th),,,,,
Anthropometry,anthro_date,Date of measurement,,date,yyyy-mm-dd,,,,,
Anthropometry,anthro_height_1,Standing height (cm) - measurement 1,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_height_2,Standing height (cm) - measurement 2,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_height_3,Standing height (cm) - measurement 3,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_height_avg,Calculated - Average standing height (cm) over three measurements,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_height_percentile,Current weight-for-age percentile (%),https://www.cdc.gov/growthcharts/percentile_data_files.htm,numeric,percentile (th),,,,,
Anthropometry,anthro_height_zscore,Current weight-for-age z-score,https://www.cdc.gov/growthcharts/percentile_data_files.htm,numeric,,,,,,
Anthropometry,anthro_hip_1,Hip circumference (cm) - measurement 1,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_hip_2,Hip circumference (cm) - measurement 2,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_hip_3,Hip circumference (cm) - measurement 3,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_hip_avg,Calculated - Average hip circumference (cm) over three measurements,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_neck_1,Neck circumference (cm) - measurement 1,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_neck_2,Neck circumference (cm) - measurement 2,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_neck_3,Neck circumference (cm) - measurement 3,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_neck_avg,Calculated - Average neck circumference (cm) over three measurements,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_waist_1,Waist circumference (cm) - measurement 1,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_waist_2,Waist circumference (cm) - measurement 2,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_waist_3,Waist circumference (cm) - measurement 3,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_waist_avg,Calculated - Average waist circumference (cm) over three measurements,,numeric,centimeters (cm),,,,,
Anthropometry,anthro_weight_1,Current weight (kg) - measurement 1,,numeric,kilograms (kg),,,,,
Anthropometry,anthro_weight_2,Current weight (kg) - measurement 2,,numeric,kilograms (kg),,,,,
Anthropometry,anthro_weight_3,Current weight (kg) - measurement 3,,numeric,kilograms (kg),,,,,
Anthropometry,anthro_weight_avg,Calculated - Average current weight (kg) over three measurements,,numeric,kilograms (kg),,,,,
Anthropometry,anthro_weight_percentile,Current height-for-age percentile (%),https://www.cdc.gov/growthcharts/percentile_data_files.htm,numeric,percentile (th),,,,,
Anthropometry,anthro_weight_zscore,Current height-for-age z-score,https://www.cdc.gov/growthcharts/percentile_data_files.htm,numeric,,,,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_composite_severity_index,Composite asthma severity index score (range: 0-15),"Total composite score for Composite Asthma Severity Index (CASI). The compsite score is the sum of all four subscales (range 0 to 15), while higher score indicates higher asthma severity . [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",integer,,,casi;casi_score,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_days_use_meds,"During the last 14 days, number of days the child had to use albuterol (brand names Pro-Air, Proventil, Ventolin, Xopenex) by puffer or breathing machine/nebulizer during the day for relief of asthma symptoms (excluding albuterol/salbu)","Item from Composite Asthma Severity Index (CASI) daytime asthma symptom assessment. [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",choices,days,casi_section1,casi;casi_02albuterol,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_days_wheezing_cough,"During the last 14 days, number of days the child had wheezing or tightness in the chest or cough  ","Item from Composite Asthma Severity Index (CASI) daytime asthma symptom assessment. [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",choices,days,casi_section1,casi;casi_01wheezing,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_daytime_symptoms,Daytime symptoms score (range: 0-3),"Subscore for Composite Asthma Severity Index (CASI) daytime asthma symptom assessment. The subscore is based on the highest point value from CASI daytime asthma symptom assessment items (range 0 to 3). [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",integer,,,casi;casi_daytime_score,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_exacerbation_score,"Exacerbation score (0, 2, 4, 6)","Subscore for Composite Asthma Severity Index (CASI) exacerbation assessment. Score 2 points for each systemic corticosteroid burst recorded in the first item from the exacerbation assessment, and 2 additional points for each associated hospitalization. Range of values (0, 2,4,6). [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",integer,,,casi;casi_exacerbation_score,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_form_date,Form date,,date,yyyy-mm-dd,,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_hospitalization_bursts,Number of systemic corticosteroid bursts were initiated during an overnight hospitalization for asthma,"Item from Composite Asthma Severity Index (CASI) exacerbation assessment. [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",integer,number of events,,casi;casi_07burstsovernight,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_medication_1,Medication 1,,text,,,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_medication_2,Medication 2,,text,,,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_medication_3,Medication 3,,text,,,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_medication_4,Medication 4,,text,,,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_medication_5,Medication 5,,text,,,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_medication_6,Medication 6,,text,,,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_medication_7,Medication 7,,text,,,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_medication_8,Medication 8,,text,,,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_medication_9,Medication 9,,text,,,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_nights_use_meds,"During the last 14 nights, number of nights the child used albuterol (brand names Pro-Air, Proventil, Ventolin, Xopenex) by puffer or breathing machine/nebulizer after going to sleep","Item from Composite Asthma Severity Index (CASI) nighttime asthma symptom assessment. [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",choices,,casi_section2,casi;casi_04albuterolnight,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_nights_wakeup,"During the last 14 nights, number of nights the child woke up because of asthma, wheezing or tightness in the chest, or cough","Subscore for Composite Asthma Severity Index (CASI) nighttime asthma symptom assessment. The subscore is based on the highest point value from CASI nighttime asthma symptom assessment items (range 0 to 3). [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",choices,number of events,casi_section2,casi;casi_nighttime_score,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_nighttime_symptoms,Nighttime symptoms score (range: 0-3),"Item from Composite Asthma Severity Index (CASI) nighttime asthma symptom assessment. [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",integer,,,casi;casi_03woke,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_took_medications,Child took any asthma medications in the last 14 days ,,choices,,no0_yes1,casi,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_total_bursts,"In the last 2 months, number of systemic corticosteroid bursts the child took for asthma symptoms (excluding steroid use for non-asthma reasons)","Item from Composite Asthma Severity Index (CASI) exacerbation assessment. [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",integer,number of events,,casi;casi_06bursts,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_treatment_assessment,Treatment assessment score,"Item from Composite Asthma Severity Index (CASI) treatment assessment. [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",choices,,asthma_treatment,casi;casi_05regimen,,,
General Health and Mood/Composite Asthma Severity Index (CASI),asthma_treatment_score,Treatment score (range: 0-5),"Subscore for Composite Asthma Severity Index (CASI) treatment assessment. The subscore is equivalent to the one item from the treatment assessment (range 0 to 5). [Wildfire JJ, Gergen PJ, Sorkness CA, et al. 2012  (PubMed ID: 22244599)](https://pubmed.ncbi.nlm.nih.gov/22244599/)<br><br> [Search for all CASI variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=casi)",integer,,,casi;casi_treatment_score,,,
Sleep Monitoring/Actigraphy,avgawakeninglength,[Main Sleep] Average mean length of awakenings per main sleep (all days) (minutes),,numeric,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgawakeninglength_wd,[Main Sleep] Average mean length of awakenings per main sleep (on weekday days) (minutes),,numeric,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgawakeninglength_we,[Main Sleep] Average mean length of awakenings per main sleep (on weekend days) (minutes),,numeric,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgefficiency,[Main Sleep] Average sleep efficiency per main sleep (all days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgefficiency_wd,[Main Sleep] Average sleep efficiency per main sleep (on weekday days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgefficiency_we,[Main Sleep] Average sleep efficiency per main sleep (on weekend days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgfragmentationindex,[Main Sleep] Average fragmentation index per main sleep (all days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgfragmentationindex_wd,[Main Sleep] Average fragmentation index per main sleep (on weekday days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgfragmentationindex_we,[Main Sleep] Average fragmentation index per main sleep (on weekend days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avginbedduration,[Main Sleep] Average in-bed duration per main sleep (all days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avginbedduration_wd,[Main Sleep] Average in-bed duration per main sleep (on weekday days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avginbedduration_we,[Main Sleep] Average in-bed duration per main sleep (on weekend days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avginbedtime,[Main Sleep] Average in-bed time per main sleep (all days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avginbedtime_wd,[Main Sleep] Average in-bed time per main sleep (on weekday days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avginbedtime_we,[Main Sleep] Average in-bed time per main sleep (on weekend days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avgmaintefficiency,[Main Sleep] Average sleep maintainance efficiency per main sleep (all days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgmaintefficiency_wd,[Main Sleep] Average sleep maintainance efficiency per main sleep (on weekday days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgmaintefficiency_we,[Main Sleep] Average sleep maintainance efficiency per main sleep (on weekdend days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgmovementindex,[Main Sleep] Average movement index per main sleep (all days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgmovementindex_wd,[Main Sleep] Average movement index per main sleep (on weekday days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgmovementindex_we,[Main Sleep] Average movement index per main sleep (on weekend days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgnapsleepduration,[Nap] Average time spent asleep in naps per day (all days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgnapsleepduration_wd,[Nap] Average time spent asleep in naps per day (on weekday days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgnapsleepduration_we,[Nap] Average time spent asleep in naps per day (on weekend days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgnawakenings,[Main Sleep] Average number of awakenings per main sleep (all days),,integer,number of events,,,,,
Sleep Monitoring/Actigraphy,avgnawakenings_wd,[Main Sleep] Average number of awakenings per main sleep (on weekday days),,integer,number of events,,,,,
Sleep Monitoring/Actigraphy,avgnawakenings_we,[Main Sleep] Average number of awakenings per main sleep (on weekend days),,integer,number of events,,,,,
Sleep Monitoring/Actigraphy,avgnnaps,[Nap] Average number of naps per day (all days),,numeric,number of events per day ,,,,,
Sleep Monitoring/Actigraphy,avgnnaps_wd,[Nap] Average number of naps per day (on weekday days),,numeric,number of events per day ,,,,,
Sleep Monitoring/Actigraphy,avgnnaps_we,[Nap] Average number of naps per day (on weekend days),,numeric,number of events per day ,,,,,
Sleep Monitoring/Actigraphy,avgoutbedtime,[Main Sleep] Average out-bed time per main sleep (all days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avgoutbedtime_wd,[Main Sleep] Average out-bed time per main sleep (on weekday days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avgoutbedtime_we,[Main Sleep] Average out-bed time per main sleep (on weekend days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avgsleepduration,[Main Sleep] Average time spent asleep per main sleep (all days) (minutes),,numeric,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleepduration_wd,[Main Sleep] Average time spent asleep per main sleep (on weekday days) (minutes),,numeric,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleepduration_we,[Main Sleep] Average time spent asleep per main sleep (on weekend days) (minutes),,numeric,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleepduration24,[24-Hour Sleep] Average time spent asleep per day (all days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleepduration24_wd,[24-Hour Sleep] Average time spent asleep per day (on weekday days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleepduration24_we,[24-Hour Sleep] Average time spent asleep per day (on weekend days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleepfragmentationindex,[Main Sleep] Average sleep fragmentation index per main sleep (all days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgsleepfragmentationindex_wd,[Main Sleep] Average sleep fragmentation index per main sleep (on weekday days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgsleepfragmentationindex_we,[Main Sleep] Average sleep fragmentation index per main sleep (on weekend days) (%),,numeric,percent (%),,,,,
Sleep Monitoring/Actigraphy,avgsleepmidpointtime,[Main Sleep] Average mid asleep time per main sleep (all days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avgsleepmidpointtime_wd,[Main Sleep] Average mid asleep time per main sleep (on weekday days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avgsleepmidpointtime_we,[Main Sleep] Average mid asleep time per main sleep (on weekend days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avgsleeponsetlatency,[Main Sleep] Average sleep onset latency per main sleep (all days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleeponsetlatency_wd,[Main Sleep] Average sleep onset latency per main sleep (on weekday days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleeponsetlatency_we,[Main Sleep] Average sleep onset latency per main sleep (on weekend days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleeponsettime,[Main Sleep] Average sleep onset time per main sleep (all days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avgsleeponsettime_wd,[Main Sleep] Average sleep onset time per main sleep (on weekday days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avgsleeponsettime_we,[Main Sleep] Average sleep onset time per main sleep (on weekend days) ,,time,hh:mm:ss,,,,,
Sleep Monitoring/Actigraphy,avgsleepperiodduration,[Main Sleep] Average sleep period duration per main sleep (all days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleepperiodduration_wd,[Main Sleep] Average sleep period duration per main sleep (on weekday days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgsleepperiodduration_we,[Main Sleep] Average sleep period duration per main sleep (on weekend days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgwakeduration,[Main Sleep] Average wake duration after sleep onset [WASO] per main sleep (all days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgwakeduration_wd,[Main Sleep] Average wake duration after sleep onset [WASO] per main sleep (on weekday days) (minutes),,integer,minutes (min),,,,,
Sleep Monitoring/Actigraphy,avgwakeduration_we,[Main Sleep] Average wake duration after sleep onset [WASO] per main sleep (on weekend days) (minutes),,integer,minutes (min),,,,,
Clinical Data/Neurobehavioral Assessment/Behavior Rating Inventory of Executive Function (BRIEF),brief_bri_raw_parent,Second Edition Behavior Regulation (BRI) index raw score (parent-completed),"Caregivers completed age-appropriate versions of the BRIEF (BRIEF-Preschool Edition for ages 2-4 and age 5 years if in preschool, or the BRIEF 2nd Edition for ages 6-18 and age 5 years in kindergarten, PAR Inc, Lutz, Florida).The BRIEF instrument survey behaviours associated with executive functioning (ability to self-regulate, pay attention and organize in “real-world” situations) and provide clinically relevant information on a wide range of behaviours. <br><br>The Behavior Regulation Index (BRI) captures the adolescent’s ability to regulate and monitor behavior effectively. It is composed of the Inhibit (control impulses; appropriately stop own behavior at the proper time) and Self-Monitor scales (keep track of the effect of own behavior on others).  [Gioia GA, Isquith PK, Guy SC, Kenworthy L. Behavior Rating Inventory of Executive Function, 2nd Edition (BRIEF2). Odessa, FL Psychological Assessment Resources](https://www.parinc.com/Products/Pkey/24)<br><br>[Search for all BRIEF variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=brief)",integer,,,brief;brief_bri;brief_bri_raw,,,
Clinical Data/Neurobehavioral Assessment/Behavior Rating Inventory of Executive Function (BRIEF)/Teacher's Form,brief_bri_raw_teacher,Second Edition Behavior Regulation (BRI) index raw score (teacher-completed),"Caregivers completed age-appropriate versions of the BRIEF (BRIEF-Preschool Edition for ages 2-4 and age 5 years if in preschool, or the BRIEF 2nd Edition for ages 6-18 and age 5 years in kindergarten, PAR Inc, Lutz, Florida).The BRIEF instrument survey behaviours associated with executive functioning (ability to self-regulate, pay attention and organize in “real-world” situations) and provide clinically relevant information on a wide range of behaviours. <br><br>The Behavior Regulation Index (BRI) captures the adolescent’s ability to regulate and monitor behavior effectively. It is composed of the Inhibit (control impulses; appropriately stop own behavior at the proper time) and Self-Monitor scales (keep track of the effect of own behavior on others).  [Gioia GA, Isquith PK, Guy SC, Kenworthy L. Behavior Rating Inventory of Executive Function, 2nd Edition (BRIEF2). Odessa, FL Psychological Assessment Resources](https://www.parinc.com/Products/Pkey/24)<br><br>[Search for all BRIEF variables within this dataset](https://sleepdata.org/datasets/pats/variables?search=brief)",integer,,,brief;brief_bri;brief_bri_raw,,,
